===== VARIABLES DEL MODELO =====
Proceso=LAV | Operario=16 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3652
Proceso=LAV | Operario=17 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3653
Proceso=LAV | Operario=18 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3654
Proceso=LAV | Operario=19 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3655
Proceso=LAV | Operario=20 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3656
Proceso=LAV | Operario=21 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3657
Proceso=LAV | Operario=22 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3658
Proceso=LAV | Operario=23 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3659
Proceso=LAV | Operario=24 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1040 | Tipo=IntVar | Nombre_ORtools=presente_t1040_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3660
Proceso=PIN | Operario=N/A | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041 | Clave_diccionario=presente | ID_ORTools=486
Proceso=PIN | Operario=0 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3661
Proceso=PIN | Operario=1 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3662
Proceso=PIN | Operario=2 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3663
Proceso=PIN | Operario=3 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3664
Proceso=PIN | Operario=4 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3665
Proceso=PIN | Operario=5 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3666
Proceso=PIN | Operario=6 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3667
Proceso=PIN | Operario=7 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3668
Proceso=PIN | Operario=8 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3669
Proceso=PIN | Operario=9 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3670
Proceso=PIN | Operario=10 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3671
Proceso=PIN | Operario=11 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3672
Proceso=PIN | Operario=12 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3673
Proceso=PIN | Operario=13 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3674
Proceso=PIN | Operario=14 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3675
Proceso=PIN | Operario=15 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3676
Proceso=PIN | Operario=16 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3677
Proceso=PIN | Operario=17 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3678
Proceso=PIN | Operario=18 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3679
Proceso=PIN | Operario=19 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3680
Proceso=PIN | Operario=20 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3681
Proceso=PIN | Operario=21 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3682
Proceso=PIN | Operario=22 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3683
Proceso=PIN | Operario=23 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3684
Proceso=PIN | Operario=24 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1041 | Tipo=IntVar | Nombre_ORtools=presente_t1041_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3685
Proceso=CAL | Operario=N/A | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042 | Clave_diccionario=presente | ID_ORTools=490
Proceso=CAL | Operario=0 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3686
Proceso=CAL | Operario=1 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3687
Proceso=CAL | Operario=2 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3688
Proceso=CAL | Operario=3 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3689
Proceso=CAL | Operario=4 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3690
Proceso=CAL | Operario=5 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3691
Proceso=CAL | Operario=6 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3692
Proceso=CAL | Operario=7 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3693
Proceso=CAL | Operario=8 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3694
Proceso=CAL | Operario=9 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3695
Proceso=CAL | Operario=10 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3696
Proceso=CAL | Operario=11 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3697
Proceso=CAL | Operario=12 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3698
Proceso=CAL | Operario=13 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3699
Proceso=CAL | Operario=14 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3700
Proceso=CAL | Operario=15 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3701
Proceso=CAL | Operario=16 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3702
Proceso=CAL | Operario=17 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3703
Proceso=CAL | Operario=18 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3704
Proceso=CAL | Operario=19 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3705
Proceso=CAL | Operario=20 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3706
Proceso=CAL | Operario=21 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3707
Proceso=CAL | Operario=22 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3708
Proceso=CAL | Operario=23 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3709
Proceso=CAL | Operario=24 | Trabajo=CAIQ19H4H8TMEPXK | ID_tarea=1042 | Tipo=IntVar | Nombre_ORtools=presente_t1042_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3710
Proceso=ENS | Operario=N/A | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043 | Clave_diccionario=presente | ID_ORTools=494
Proceso=ENS | Operario=0 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3711
Proceso=ENS | Operario=1 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3712
Proceso=ENS | Operario=2 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3713
Proceso=ENS | Operario=3 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3714
Proceso=ENS | Operario=4 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3715
Proceso=ENS | Operario=5 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3716
Proceso=ENS | Operario=6 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3717
Proceso=ENS | Operario=7 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3718
Proceso=ENS | Operario=8 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3719
Proceso=ENS | Operario=9 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3720
Proceso=ENS | Operario=10 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3721
Proceso=ENS | Operario=11 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3722
Proceso=ENS | Operario=12 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3723
Proceso=ENS | Operario=13 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3724
Proceso=ENS | Operario=14 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3725
Proceso=ENS | Operario=15 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3726
Proceso=ENS | Operario=16 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3727
Proceso=ENS | Operario=17 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3728
Proceso=ENS | Operario=18 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3729
Proceso=ENS | Operario=19 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3730
Proceso=ENS | Operario=20 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3731
Proceso=ENS | Operario=21 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3732
Proceso=ENS | Operario=22 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3733
Proceso=ENS | Operario=23 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3734
Proceso=ENS | Operario=24 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1043 | Tipo=IntVar | Nombre_ORtools=presente_t1043_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3735
Proceso=TEL | Operario=N/A | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044 | Clave_diccionario=presente | ID_ORTools=498
Proceso=TEL | Operario=0 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3736
Proceso=TEL | Operario=1 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3737
Proceso=TEL | Operario=2 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3738
Proceso=TEL | Operario=3 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3739
Proceso=TEL | Operario=4 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3740
Proceso=TEL | Operario=5 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3741
Proceso=TEL | Operario=6 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3742
Proceso=TEL | Operario=7 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3743
Proceso=TEL | Operario=8 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3744
Proceso=TEL | Operario=9 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3745
Proceso=TEL | Operario=10 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3746
Proceso=TEL | Operario=11 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3747
Proceso=TEL | Operario=12 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3748
Proceso=TEL | Operario=13 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3749
Proceso=TEL | Operario=14 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3750
Proceso=TEL | Operario=15 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3751
Proceso=TEL | Operario=16 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3752
Proceso=TEL | Operario=17 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3753
Proceso=TEL | Operario=18 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3754
Proceso=TEL | Operario=19 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3755
Proceso=TEL | Operario=20 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3756
Proceso=TEL | Operario=21 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3757
Proceso=TEL | Operario=22 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3758
Proceso=TEL | Operario=23 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3759
Proceso=TEL | Operario=24 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1044 | Tipo=IntVar | Nombre_ORtools=presente_t1044_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3760
Proceso=PDI | Operario=N/A | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045 | Clave_diccionario=presente | ID_ORTools=502
Proceso=PDI | Operario=0 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3761
Proceso=PDI | Operario=1 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3762
Proceso=PDI | Operario=2 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3763
Proceso=PDI | Operario=3 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3764
Proceso=PDI | Operario=4 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3765
Proceso=PDI | Operario=5 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3766
Proceso=PDI | Operario=6 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3767
Proceso=PDI | Operario=7 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3768
Proceso=PDI | Operario=8 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3769
Proceso=PDI | Operario=9 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3770
Proceso=PDI | Operario=10 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3771
Proceso=PDI | Operario=11 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3772
Proceso=PDI | Operario=12 | Trabajo=GFWZYK869Z8S8OQT | ID_tarea=1045 | Tipo=IntVar | Nombre_ORtools=presente_t1045_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=3773
