===== VARIABLES DEL MODELO =====
Proceso=PIN | Operario=10 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1946
Proceso=PIN | Operario=11 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1947
Proceso=PIN | Operario=12 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1948
Proceso=PIN | Operario=13 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1949
Proceso=PIN | Operario=14 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1950
Proceso=PIN | Operario=15 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1951
Proceso=PIN | Operario=16 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1952
Proceso=PIN | Operario=17 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1953
Proceso=PIN | Operario=18 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1954
Proceso=PIN | Operario=19 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1955
Proceso=PIN | Operario=20 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1956
Proceso=PIN | Operario=21 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1957
Proceso=PIN | Operario=22 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1958
Proceso=PIN | Operario=23 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1959
Proceso=PIN | Operario=24 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=972 | Tipo=IntVar | Nombre_ORtools=presente_t972_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1960
Proceso=CAL | Operario=N/A | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973 | Clave_diccionario=presente | ID_ORTools=214
Proceso=CAL | Operario=0 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1961
Proceso=CAL | Operario=1 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1962
Proceso=CAL | Operario=2 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1963
Proceso=CAL | Operario=3 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1964
Proceso=CAL | Operario=4 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1965
Proceso=CAL | Operario=5 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1966
Proceso=CAL | Operario=6 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1967
Proceso=CAL | Operario=7 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1968
Proceso=CAL | Operario=8 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1969
Proceso=CAL | Operario=9 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1970
Proceso=CAL | Operario=10 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1971
Proceso=CAL | Operario=11 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1972
Proceso=CAL | Operario=12 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1973
Proceso=CAL | Operario=13 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1974
Proceso=CAL | Operario=14 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1975
Proceso=CAL | Operario=15 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1976
Proceso=CAL | Operario=16 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1977
Proceso=CAL | Operario=17 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1978
Proceso=CAL | Operario=18 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1979
Proceso=CAL | Operario=19 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1980
Proceso=CAL | Operario=20 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1981
Proceso=CAL | Operario=21 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1982
Proceso=CAL | Operario=22 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1983
Proceso=CAL | Operario=23 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1984
Proceso=CAL | Operario=24 | Trabajo=5T6UO1JNSJ162XXK | ID_tarea=973 | Tipo=IntVar | Nombre_ORtools=presente_t973_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1985
Proceso=ENS | Operario=N/A | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974 | Clave_diccionario=presente | ID_ORTools=218
Proceso=ENS | Operario=0 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1986
Proceso=ENS | Operario=1 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1987
Proceso=ENS | Operario=2 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1988
Proceso=ENS | Operario=3 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1989
Proceso=ENS | Operario=4 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1990
Proceso=ENS | Operario=5 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1991
Proceso=ENS | Operario=6 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1992
Proceso=ENS | Operario=7 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1993
Proceso=ENS | Operario=8 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1994
Proceso=ENS | Operario=9 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1995
Proceso=ENS | Operario=10 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1996
Proceso=ENS | Operario=11 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1997
Proceso=ENS | Operario=12 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1998
Proceso=ENS | Operario=13 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=1999
Proceso=ENS | Operario=14 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2000
Proceso=ENS | Operario=15 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2001
Proceso=ENS | Operario=16 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2002
Proceso=ENS | Operario=17 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2003
Proceso=ENS | Operario=18 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2004
Proceso=ENS | Operario=19 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2005
Proceso=ENS | Operario=20 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2006
Proceso=ENS | Operario=21 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2007
Proceso=ENS | Operario=22 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2008
Proceso=ENS | Operario=23 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2009
Proceso=ENS | Operario=24 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=974 | Tipo=IntVar | Nombre_ORtools=presente_t974_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2010
Proceso=TEL | Operario=N/A | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975 | Clave_diccionario=presente | ID_ORTools=222
Proceso=TEL | Operario=0 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2011
Proceso=TEL | Operario=1 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2012
Proceso=TEL | Operario=2 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2013
Proceso=TEL | Operario=3 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2014
Proceso=TEL | Operario=4 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2015
Proceso=TEL | Operario=5 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2016
Proceso=TEL | Operario=6 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2017
Proceso=TEL | Operario=7 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2018
Proceso=TEL | Operario=8 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2019
Proceso=TEL | Operario=9 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2020
Proceso=TEL | Operario=10 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2021
Proceso=TEL | Operario=11 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2022
Proceso=TEL | Operario=12 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2023
Proceso=TEL | Operario=13 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2024
Proceso=TEL | Operario=14 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2025
Proceso=TEL | Operario=15 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2026
Proceso=TEL | Operario=16 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2027
Proceso=TEL | Operario=17 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2028
Proceso=TEL | Operario=18 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2029
Proceso=TEL | Operario=19 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2030
Proceso=TEL | Operario=20 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2031
Proceso=TEL | Operario=21 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2032
Proceso=TEL | Operario=22 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2033
Proceso=TEL | Operario=23 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2034
Proceso=TEL | Operario=24 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=975 | Tipo=IntVar | Nombre_ORtools=presente_t975_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2035
Proceso=PDI | Operario=N/A | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976 | Clave_diccionario=presente | ID_ORTools=226
Proceso=PDI | Operario=0 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2036
Proceso=PDI | Operario=1 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2037
Proceso=PDI | Operario=2 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2038
Proceso=PDI | Operario=3 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2039
Proceso=PDI | Operario=4 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2040
Proceso=PDI | Operario=5 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2041
Proceso=PDI | Operario=6 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2042
Proceso=PDI | Operario=7 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2043
Proceso=PDI | Operario=8 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2044
Proceso=PDI | Operario=9 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op9 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2045
Proceso=PDI | Operario=10 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op10 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2046
Proceso=PDI | Operario=11 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op11 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2047
Proceso=PDI | Operario=12 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op12 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2048
Proceso=PDI | Operario=13 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op13 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2049
Proceso=PDI | Operario=14 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op14 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2050
Proceso=PDI | Operario=15 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op15 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2051
Proceso=PDI | Operario=16 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op16 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2052
Proceso=PDI | Operario=17 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op17 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2053
Proceso=PDI | Operario=18 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op18 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2054
Proceso=PDI | Operario=19 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op19 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2055
Proceso=PDI | Operario=20 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op20 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2056
Proceso=PDI | Operario=21 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op21 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2057
Proceso=PDI | Operario=22 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op22 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2058
Proceso=PDI | Operario=23 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op23 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2059
Proceso=PDI | Operario=24 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=976 | Tipo=IntVar | Nombre_ORtools=presente_t976_op24 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2060
Proceso=LAV | Operario=N/A | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977 | Clave_diccionario=presente | ID_ORTools=230
Proceso=LAV | Operario=0 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op0 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2061
Proceso=LAV | Operario=1 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op1 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2062
Proceso=LAV | Operario=2 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op2 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2063
Proceso=LAV | Operario=3 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op3 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2064
Proceso=LAV | Operario=4 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op4 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2065
Proceso=LAV | Operario=5 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op5 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2066
Proceso=LAV | Operario=6 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op6 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2067
Proceso=LAV | Operario=7 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op7 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2068
Proceso=LAV | Operario=8 | Trabajo=JSAYPUFLMHOLKI8G | ID_tarea=977 | Tipo=IntVar | Nombre_ORtools=presente_t977_op8 | Clave_diccionario=presente_operarios_vars | ID_ORTools=2069
